            1            1            6          0.5           -1      -1.4218
            1            1            6          0.5         -0.6     -0.18543
            1            1            6          0.5         -0.2     -0.82564
            1            1            6          0.5          0.2     -0.35515
            1            1            6          0.5          0.6       0.7925
            1            1            6          0.5            1        1.462
            2            1           24          0.5           -1     0.017056
            2            1           24          0.5     -0.91304     -0.88259
            2            1           24          0.5     -0.82609      -0.7774
            2            1           24          0.5     -0.73913      -1.0928
            2            1           24          0.5     -0.65217      0.10293
            2            1           24          0.5     -0.56522      0.37064
            2            1           24          0.5     -0.47826     -0.26454
            2            1           24          0.5      -0.3913     -0.31103
            2            1           24          0.5     -0.30435      0.26814
            2            1           24          0.5     -0.21739    -0.051304
            2            1           24          0.5     -0.13043     -0.67224
            2            1           24          0.5    -0.043478     -0.57519
            2            1           24          0.5     0.043478     -0.20499
            2            1           24          0.5      0.13043     0.052997
            2            1           24          0.5      0.21739      0.39164
            2            1           24          0.5      0.30435      0.26769
            2            1           24          0.5       0.3913      0.48708
            2            1           24          0.5      0.47826      0.10989
            2            1           24          0.5      0.56522      0.50702
            2            1           24          0.5      0.65217      0.54744
            2            1           24          0.5      0.73913      0.34084
            2            1           24          0.5      0.82609       1.2428
            2            1           24          0.5      0.91304       1.3188
            2            1           24          0.5            1       0.5536
            3            1            6          0.5           -1      0.55519
            3            1            6          0.5         -0.6      0.75287
            3            1            6          0.5         -0.2      0.34462
            3            1            6          0.5          0.2     -0.35218
            3            1            6          0.5          0.6      -0.5915
            3            1            6          0.5            1     -0.53972
            4            1           24          0.5           -1       1.5159
            4            1           24          0.5     -0.91304      0.91508
            4            1           24          0.5     -0.82609       1.0098
            4            1           24          0.5     -0.73913       1.0732
            4            1           24          0.5     -0.65217      0.86817
            4            1           24          0.5     -0.56522      0.23175
            4            1           24          0.5     -0.47826        1.115
            4            1           24          0.5      -0.3913      0.44478
            4            1           24          0.5     -0.30435      0.14336
            4            1           24          0.5     -0.21739     -0.25132
            4            1           24          0.5     -0.13043     -0.86766
            4            1           24          0.5    -0.043478     -0.12125
            4            1           24          0.5     0.043478     -0.25789
            4            1           24          0.5      0.13043      0.50816
            4            1           24          0.5      0.21739     -0.10241
            4            1           24          0.5      0.30435     -0.49334
            4            1           24          0.5       0.3913     -0.50567
            4            1           24          0.5      0.47826     -0.78659
            4            1           24          0.5      0.56522        -0.57
            4            1           24          0.5      0.65217      -1.2402
            4            1           24          0.5      0.73913      -1.2574
            4            1           24          0.5      0.82609     -0.70281
            4            1           24          0.5      0.91304      -1.8646
            4            1           24          0.5            1      -1.2982
            5            1            6          0.5           -1       0.2646
            5            1            6          0.5         -0.6      0.36393
            5            1            6          0.5         -0.2      -0.4216
            5            1            6          0.5          0.2     -0.12428
            5            1            6          0.5          0.6     -0.25804
            5            1            6          0.5            1       1.3438
            6            1           24          0.5           -4       9.5468
            6            1           24          0.5      -3.6739       8.2869
            6            1           24          0.5      -3.3478       12.495
            6            1           24          0.5      -3.0217       9.0272
            6            1           24          0.5      -2.6957       2.8784
            6            1           24          0.5      -2.3696      0.38284
            6            1           24          0.5      -2.0435     -0.44641
            6            1           24          0.5      -1.7174       6.5341
            6            1           24          0.5      -1.3913      0.22749
            6            1           24          0.5      -1.0652       3.2904
            6            1           24          0.5     -0.73913      0.83361
            6            1           24          0.5     -0.41304      -1.7468
            6            1           24          0.5    -0.086957      -1.7784
            6            1           24          0.5      0.23913       3.5716
            6            1           24          0.5      0.56522       1.0327
            6            1           24          0.5       0.8913     -0.52021
            6            1           24          0.5       1.2174       1.2378
            6            1           24          0.5       1.5435        3.075
            6            1           24          0.5       1.8696       4.1157
            6            1           24          0.5       2.1957       10.676
            6            1           24          0.5       2.5217       5.9237
            6            1           24          0.5       2.8478       10.673
            6            1           24          0.5       3.1739       12.528
            6            1           24          0.5          3.5       10.425
            7            1            6          0.5           -1     -0.92083
            7            1            6          0.5         -0.6       0.5013
            7            1            6          0.5         -0.2      -0.1267
            7            1            6          0.5          0.2      0.39719
            7            1            6          0.5          0.6     -0.68874
            7            1            6          0.5            1      -1.7054
            8            1           24          0.5           -4      -15.056
            8            1           24          0.5      -3.6522      -7.8873
            8            1           24          0.5      -3.3043      -7.3829
            8            1           24          0.5      -2.9565      -5.7983
            8            1           24          0.5      -2.6087      -1.8895
            8            1           24          0.5      -2.2609     -0.88936
            8            1           24          0.5       -1.913      -1.1482
            8            1           24          0.5      -1.5652       1.3671
            8            1           24          0.5      -1.2174      -3.9185
            8            1           24          0.5     -0.86957      -2.7773
            8            1           24          0.5     -0.52174      -1.6013
            8            1           24          0.5     -0.17391       2.3415
            8            1           24          0.5      0.17391     -0.23141
            8            1           24          0.5      0.52174     -0.97958
            8            1           24          0.5      0.86957      -1.1375
            8            1           24          0.5       1.2174      -2.6261
            8            1           24          0.5       1.5652      -3.8657
            8            1           24          0.5        1.913      -4.2488
            8            1           24          0.5       2.2609       -8.225
            8            1           24          0.5       2.6087      -8.5134
            8            1           24          0.5       2.9565      -12.638
            8            1           24          0.5       3.3043      -21.652
            8            1           24          0.5       3.6522      -15.377
            8            1           24          0.5            4      -17.761
            9            1            6          0.5           -2      -5.0553
            9            1            6          0.5         -1.2     -0.24416
            9            1            6          0.5         -0.4       1.0077
            9            1            6          0.5          0.4      -2.4292
            9            1            6          0.5          1.2       4.8015
            9            1            6          0.5            2       16.105
           10            1           24          0.5           -2      -12.166
           10            1           24          0.5      -1.8261      -6.0343
           10            1           24          0.5      -1.6522      -5.3816
           10            1           24          0.5      -1.4783      -2.9895
           10            1           24          0.5      -1.3043      -2.9329
           10            1           24          0.5      -1.1304      0.17717
           10            1           24          0.5     -0.95652      -0.2823
           10            1           24          0.5     -0.78261       -4.562
           10            1           24          0.5      -0.6087      -1.8529
           10            1           24          0.5     -0.43478       1.0496
           10            1           24          0.5     -0.26087       3.7234
           10            1           24          0.5    -0.086957       1.2489
           10            1           24          0.5     0.086957       1.1457
           10            1           24          0.5      0.26087       -3.938
           10            1           24          0.5      0.43478       1.1669
           10            1           24          0.5       0.6087       1.8828
           10            1           24          0.5      0.78261       5.0336
           10            1           24          0.5      0.95652       1.3436
           10            1           24          0.5       1.1304       -1.693
           10            1           24          0.5       1.3043       5.1495
           10            1           24          0.5       1.4783       4.8604
           10            1           24          0.5       1.6522       4.7014
           10            1           24          0.5       1.8261       16.111
           10            1           24          0.5            2       13.397
           11            1            6          0.5           -2       17.665
           11            1            6          0.5         -1.2       3.1534
           11            1            6          0.5         -0.4      -2.0851
           11            1            6          0.5          0.4      0.75724
           11            1            6          0.5          1.2      -2.9276
           11            1            6          0.5            2       -10.13
           12            1           24          0.5           -2       13.117
           12            1           24          0.5      -1.8261       13.027
           12            1           24          0.5      -1.6522       8.2526
           12            1           24          0.5      -1.4783        8.872
           12            1           24          0.5      -1.3043        8.697
           12            1           24          0.5      -1.1304        1.855
           12            1           24          0.5     -0.95652      -1.8732
           12            1           24          0.5     -0.78261       3.3772
           12            1           24          0.5      -0.6087       1.7693
           12            1           24          0.5     -0.43478       2.8928
           12            1           24          0.5     -0.26087     -0.63558
           12            1           24          0.5    -0.086957      0.88826
           12            1           24          0.5     0.086957       -1.899
           12            1           24          0.5      0.26087       2.4616
           12            1           24          0.5      0.43478      -0.4139
           12            1           24          0.5       0.6087      0.61883
           12            1           24          0.5      0.78261       3.3996
           12            1           24          0.5      0.95652      -1.0236
           12            1           24          0.5       1.1304       1.1735
           12            1           24          0.5       1.3043      -5.1287
           12            1           24          0.5       1.4783      0.14848
           12            1           24          0.5       1.6522     -0.24213
           12            1           24          0.5       1.8261       -3.988
           12            1           24          0.5            2      -3.1075
           13            1          100          0.5           -6       4.1264
           13            1          100          0.5      -5.8788       3.8512
           13            1          100          0.5      -5.7576       2.9625
           13            1          100          0.5      -5.6364       2.8609
           13            1          100          0.5      -5.5152       2.7138
           13            1          100          0.5      -5.3939       2.2623
           13            1          100          0.5      -5.2727        2.878
           13            1          100          0.5      -5.1515       3.2217
           13            1          100          0.5      -5.0303       3.8977
           13            1          100          0.5      -4.9091       4.4567
           13            1          100          0.5      -4.7879       4.5919
           13            1          100          0.5      -4.6667       5.3477
           13            1          100          0.5      -4.5455       5.3365
           13            1          100          0.5      -4.4242       3.8978
           13            1          100          0.5       -4.303       4.1118
           13            1          100          0.5      -4.1818       3.9355
           13            1          100          0.5      -4.0606        4.242
           13            1          100          0.5      -3.9394       4.4102
           13            1          100          0.5      -3.8182       5.1904
           13            1          100          0.5       -3.697       5.4741
           13            1          100          0.5      -3.5758       6.2146
           13            1          100          0.5      -3.4545       6.8417
           13            1          100          0.5      -3.3333       6.4059
           13            1          100          0.5      -3.2121       6.4858
           13            1          100          0.5      -3.0909        5.635
           13            1          100          0.5      -2.9697        5.283
           13            1          100          0.5      -2.8485        5.422
           13            1          100          0.5      -2.7273       5.6515
           13            1          100          0.5      -2.6061       5.7773
           13            1          100          0.5      -2.4848       7.2581
           13            1          100          0.5      -2.3636       7.7955
           13            1          100          0.5      -2.2424       7.9595
           13            1          100          0.5      -2.1212       8.6951
           13            1          100          0.5           -2       7.5097
           13            1          100          0.5      -1.8788        7.422
           13            1          100          0.5      -1.7576        7.156
           13            1          100          0.5      -1.6364       7.1466
           13            1          100          0.5      -1.5152       7.0839
           13            1          100          0.5      -1.3939        7.393
           13            1          100          0.5      -1.2727       8.3819
           13            1          100          0.5      -1.1515       9.1539
           13            1          100          0.5      -1.0303       9.6251
           13            1          100          0.5     -0.90909       9.8151
           13            1          100          0.5     -0.78788       9.6634
           13            1          100          0.5     -0.66667       9.4435
           13            1          100          0.5     -0.54545       9.3372
           13            1          100          0.5     -0.42424       8.2414
           13            1          100          0.5     -0.30303       8.5122
           13            1          100          0.5     -0.18182       9.0789
           13            1          100          0.5    -0.060606       9.8751
           13            1          100          0.5     0.060606       9.8555
           13            1          100          0.5      0.18182       10.687
           13            1          100          0.5      0.30303       11.404
           13            1          100          0.5      0.42424       11.456
           13            1          100          0.5      0.54545       11.077
           13            1          100          0.5      0.66667       10.266
           13            1          100          0.5      0.78788       10.378
           13            1          100          0.5      0.90909       10.003
           13            1          100          0.5       1.0303       10.124
           13            1          100          0.5       1.1515       10.641
           13            1          100          0.5       1.2727       11.618
           13            1          100          0.5       1.3939        12.32
           13            1          100          0.5       1.5152       12.629
           13            1          100          0.5       1.6364       12.918
           13            1          100          0.5       1.7576       12.687
           13            1          100          0.5       1.8788        12.55
           13            1          100          0.5            2       11.632
           13            1          100          0.5       2.1212       11.299
           13            1          100          0.5       2.2424       12.152
           13            1          100          0.5       2.3636       12.388
           13            1          100          0.5       2.4848       12.721
           13            1          100          0.5       2.6061       13.628
           13            1          100          0.5       2.7273       14.138
           13            1          100          0.5       2.8485       14.911
           13            1          100          0.5       2.9697       14.807
           13            1          100          0.5       3.0909       14.375
           13            1          100          0.5       3.2121       13.905
           13            1          100          0.5       3.3333        13.14
           13            1          100          0.5       3.4545       13.377
           13            1          100          0.5       3.5758       13.884
           13            1          100          0.5        3.697       14.573
           13            1          100          0.5       3.8182       14.994
           13            1          100          0.5       3.9394       15.498
           13            1          100          0.5       4.0606       16.116
           13            1          100          0.5       4.1818       16.286
           13            1          100          0.5        4.303       16.015
           13            1          100          0.5       4.4242       15.658
           13            1          100          0.5       4.5455       15.171
           13            1          100          0.5       4.6667       15.062
           13            1          100          0.5       4.7879       15.105
           13            1          100          0.5       4.9091       15.706
           13            1          100          0.5       5.0303       16.275
           13            1          100          0.5       5.1515       17.223
           13            1          100          0.5       5.2727        17.56
           13            1          100          0.5       5.3939       17.328
           13            1          100          0.5       5.5152       17.481
           13            1          100          0.5       5.6364       17.104
           13            1          100          0.5       5.7576       16.817
           13            1          100          0.5       5.8788       16.119
           13            1          100          0.5            6       16.495
